250.00000,1.6650000,3.6610000,1840219.3
260.00000,1.7570000,4.0760000,1970020.3
270.00000,2.0680000,4.6840000,2180032.6
280.00000,2.9590000,5.2810000,2370107.3
290.00000,4.3560000,5.2850000,2290112.7
300.00000,4.9760000,4.2260000,1770182.7
310.00000,5.1210000,3.6020000,1460131.2
320.00000,5.1120000,3.3100000,1299834.0
330.00000,5.1950000,3.0990000,1180096.4
340.00000,5.3010000,2.9760000,1099927.0
350.00000,5.4940000,2.9520000,1059883.6
360.00000,6.0260000,2.9790000,1039867.2
370.00000,6.8910000,2.1700000,737000.65
380.00000,6.6160000,0.94650000,313001.84
390.00000,6.0390000,0.44380000,142998.85
400.00000,5.6130000,0.29600000,92991.143
410.00000,5.3300000,0.22680000,69513.484
420.00000,5.1190000,0.17610000,52688.997
430.00000,4.9490000,0.13760000,40212.386
440.00000,4.8120000,0.10750000,30701.928
450.00000,4.6910000,8.6300000E-2,24099.506
460.00000,4.5870000,7.1380000E-2,19499.729
470.00000,4.4970000,6.2090000E-2,16600.978
480.00000,4.4190000,5.5000000E-2,14398.966
490.00000,4.3500000,4.9130000E-2,12599.710
500.00000,4.2940000,4.4170000E-2,11101.132
510.00000,4.2410000,3.9370000E-2,9700.7453
520.00000,4.1930000,3.6410000E-2,8798.8760
530.00000,4.1510000,3.3110000E-2,7850.4251
540.00000,4.1120000,3.0300000E-2,7051.1302
550.00000,4.0770000,2.7970000E-2,6390.5707
560.00000,4.0450000,2.5760000E-2,5780.5305
570.00000,4.0150000,2.4130000E-2,5319.7636
580.00000,3.9880000,2.2520000E-2,4879.2184
590.00000,3.9630000,2.1080000E-2,4489.8151
600.00000,3.9400000,1.9930000E-2,4174.1294
610.00000,3.9180000,1.8450000E-2,3800.8121
620.00000,3.8980000,1.7370000E-2,3520.6106
630.00000,3.8790000,1.6440000E-2,3279.2243
640.00000,3.8610000,1.5430000E-2,3029.6734
650.00000,3.8440000,1.4430000E-2,2789.7343
660.00000,3.8280000,1.3500000E-2,2570.3940
670.00000,3.8130000,1.2740000E-2,2389.4860
680.00000,3.7980000,1.1900000E-2,2199.1149
690.00000,3.7840000,1.1200000E-2,2039.7587
700.00000,3.7720000,1.0530000E-2,1890.3412
710.00000,3.7590000,1.0060000E-2,1780.5308
720.00000,3.7480000,9.6260000E-3,1680.0539
730.00000,3.7370000,8.9460000E-3,1539.9829
740.00000,3.7270000,8.3620000E-3,1419.9999
750.00000,3.7170000,7.8180000E-3,1309.9185
760.00000,3.7080000,7.1970000E-3,1190.0022
770.00000,3.6990000,6.7400000E-3,1099.9654
780.00000,3.6910000,6.3930000E-3,1029.9591
790.00000,3.6830000,5.8340000E-3,928.00261
800.00000,3.6750000,5.4110000E-3,849.95789
810.00000,3.6680000,4.9950000E-3,774.92619
820.00000,3.6610000,4.6130000E-3,706.93497
830.00000,3.6540000,4.2730000E-3,646.94098
840.00000,3.6470000,3.9440000E-3,590.02102
850.00000,3.6410000,3.6120000E-3,533.99683
860.00000,3.6350000,3.2780000E-3,478.98329
870.00000,3.6300000,2.9840000E-3,431.01207
880.00000,3.6240000,2.6820000E-3,382.98870
890.00000,3.6190000,2.4290000E-3,342.96308
900.00000,3.6140000,2.1700000E-3,302.98916
910.00000,3.6090000,1.9620000E-3,270.93647
920.00000,3.6040000,1.7570000E-3,239.99036
930.00000,3.6000000,1.5470000E-3,209.03414
940.00000,3.5950000,1.3690000E-3,183.01448
950.00000,3.5910000,1.1790000E-3,155.95527
960.00000,3.5870000,1.0240000E-3,134.04129
970.00000,3.5830000,8.7220000E-4,112.99370
980.00000,3.5790000,7.4870000E-4,96.004507
990.00000,3.5750000,6.2240000E-4,79.003122
1000.0000,3.5720000,5.0930000E-4,64.000526
1010.0000,3.5680000,4.1070000E-4,51.099093
1020.0000,3.5650000,3.2390000E-4,39.904387
1030.0000,3.5620000,2.4750000E-4,30.195891
1040.0000,3.5590000,1.8700000E-4,22.595301
1050.0000,3.5560000,1.3620000E-4,16.300378
1060.0000,3.5530000,9.3630000E-5,11.099899
1070.0000,3.5500000,6.8120000E-5,8.0001978
1080.0000,3.5470000,5.3290000E-5,6.2005731
1090.0000,3.5450000,4.0770000E-5,4.7002838
1100.0000,3.5420000,3.0640000E-5,3.5003054
