280.00000,2.5400000E-26,8.9451288E-13
280.50000,1.0900000E-24,7.7804761E-11
281.00000,6.1300000E-24,5.1110771E-10
281.50000,2.7500000E-22,1.9984246E-8
282.00000,2.8300000E-21,2.2073648E-7
282.50000,1.3300000E-20,1.1658739E-6
283.00000,6.7600000E-20,5.9782324E-6
283.50000,1.4600000E-19,1.6390151E-5
284.00000,4.9800000E-18,3.7216278E-4
284.50000,2.1600000E-17,1.9179897E-3
285.00000,9.0000000E-17,8.3702550E-3
285.50000,6.4400000E-16,5.4620797E-2
286.00000,2.3500000E-15,0.22368776
286.50000,1.8500000E-14,1.5569673
287.00000,7.2500000E-14,6.7911002
287.50000,3.6600000E-13,33.260481
288.00000,2.8100000E-12,236.83511
288.50000,9.0700000E-12,895.06554
289.00000,3.5000000E-11,3439.4969
289.50000,1.5400000E-10,1.4654364E+4
290.00000,5.1500000E-10,5.2223402E+4
290.50000,1.3300000E-9,1.4941364E+5
291.00000,3.9000000E-9,4.3489808E+5
291.50000,1.4400000E-8,1.4908056E+6
292.00000,4.0800000E-8,4.4876753E+6
292.50000,7.0400000E-8,9.6675992E+6
293.00000,1.5800000E-7,2.1312869E+7
293.50000,4.7100000E-7,5.6086806E+7
294.00000,9.4600000E-7,1.2604898E+8
294.50000,1.6000000E-6,2.4457949E+8
295.00000,3.2200000E-6,4.8352712E+8
295.50000,8.0200000E-6,1.0796787E+9
296.00000,1.4700000E-5,2.1742244E+9
296.50000,2.3300000E-5,3.9120471E+9
297.00000,3.3200000E-5,6.3924337E+9
297.50000,6.7900000E-5,1.1473813E+10
298.00000,1.1100000E-4,1.9794594E+10
298.50000,1.4300000E-4,3.0532144E+10
299.00000,2.0300000E-4,4.5800493E+10
299.50000,3.7400000E-4,7.3977397E+10
300.00000,4.5600000E-4,1.0838948E+11
300.50000,5.7200000E-4,1.5162745E+11
301.00000,9.1900000E-4,2.2121105E+11
301.50000,1.3200000E-3,3.2132304E+11
302.00000,1.4600000E-3,4.3223660E+11
302.50000,2.1900000E-3,5.9888239E+11
303.00000,3.7300000E-3,8.8318203E+11
303.50000,4.8000000E-3,1.2496405E+12
304.00000,5.1000000E-3,1.6396441E+12
304.50000,6.4700000E-3,2.1352271E+12
305.00000,8.9300000E-3,2.8203621E+12
305.50000,1.0200000E-2,3.6042180E+12
306.00000,1.0200000E-2,4.3893568E+12
306.50000,1.1600000E-2,5.2837188E+12
307.00000,1.5200000E-2,6.4575531E+12
307.50000,1.9500000E-2,7.9659116E+12
308.00000,2.0800000E-2,9.5774435E+12
308.50000,2.2800000E-2,1.1346798E+13
309.00000,2.2300000E-2,1.3080156E+13
309.50000,2.3700000E-2,1.4925315E+13
310.00000,2.7800000E-2,1.7093175E+13
310.50000,3.5900000E-2,1.9897194E+13
311.00000,4.5400000E-2,2.3448934E+13
311.50000,4.6200000E-2,2.7069069E+13
312.00000,5.0900000E-2,3.1063889E+13
312.50000,5.3800000E-2,3.5293079E+13
313.00000,5.8300000E-2,3.9883344E+13
313.50000,5.9000000E-2,4.4536144E+13
314.00000,6.5300000E-2,4.9693982E+13
314.50000,7.0500000E-2,5.5271418E+13
315.00000,7.3700000E-2,6.1111284E+13
315.50000,6.4800000E-2,6.6254079E+13
316.00000,6.7100000E-2,7.1587851E+13
316.50000,8.1100000E-2,7.8044682E+13
317.00000,9.3000000E-2,8.5460637E+13
317.50000,9.9700000E-2,9.3423399E+13
318.00000,9.5800000E-2,1.0108673E+14
318.50000,0.10000000,1.0909860E+14
319.00000,0.11000000,1.1792551E+14
319.50000,0.10700000,1.2652513E+14
320.00000,0.11300000,1.3562119E+14
320.50000,0.13300000,1.4634390E+14
